index,data_ocorrencia,modelo,registro,operador,local_acidente,numero_de_vitimas,ano,mes,mes_nome
2673,  -JAN-1958,BEECHCRAFT AT-11 KANSAN (T-11),,FORÇA AÉREA BRASILEIRA (FAB),"SERRA TALHADA, PE",0,1958,1,JANEIRO
2674,1958-01-21 00:00:00,BEECHCRAFT 35 BONANZA,PP-...,AEROCLUBE DE MACAPÁ,"CARMO, AMAPÁ",2,1958,1,JANEIRO
2675, 16-JAN-1958,FAIRCHILD C-82A PACKET,PP-CEF,CRUZEIRO DO SUL,"NEAR BELÉM/VAL-DE-CANS INTERNATIONAL AIRPORT, PA (BEL)",3,1958,1,JANEIRO
2676, 11-JAN-1958,FAIRCHILD C-82A PACKET,PP-CEH,CRUZEIRO DO SUL,"RIO DE JANEIRO-SANTOS DUMONT AIRPORT, RJ (SDU)",0,1958,1,JANEIRO
2677, 03-JAN-1958,DOUGLAS DC-3-277D,PP-VDL,VARIG,"PORTO ALEGRE, RS",0,1958,1,JANEIRO
2678,  -   -1957,STINSON,PP-...,,RONDONIA STATE,0,1957,0,
2679, 22-DEC-1957,CURTISS C-46A,ZP-CBM,PARAGUAY AIR SERVICES,"OFF ARACRUZ, ES",6,1957,12,DEZEMBRO
2680,20-DEC-1957,GLOSTER METEOR F8,,FORÇA AÉREA BRASILEIRA (FAB),,0,1957,12,DEZEMBRO
2681,20-DEC-1957,GLOSTER METEOR F8,,FORÇA AÉREA BRASILEIRA (FAB),"BA SANTA CRUZ, RJ",0,1957,12,DEZEMBRO
2682,20-DEC-1957,STINSON,PP-DSG,PALVA & CIA,"SAO PAULO, SP",1,1957,12,DEZEMBRO
2683,16-DEC-1957,GLOSTER METEOR F8,44..,FORÇA AÉREA BRASILEIRA (FAB),"NEAR ILHA GRANDE, RJ",0,1957,12,DEZEMBRO
2684,01-DEC-1957,FAIRCHILD PT-19A,PP-GOF,,,0,1957,12,DEZEMBRO
2685,1957-11-17 00:00:00,AIRPLANE,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR MANAUS, PA",0,1957,11,NOVEMBRO
2686,1957-11-17 00:00:00,DOUGLAS C-47 (DC-3),,UNITED STATES AIR FORCE (USAF),"BARREIRAS, BA",0,1957,11,NOVEMBRO
2687,1957-11-13 00:00:00,AUSTER J/5B AUTOCAR,VP-GAO,,,0,1957,11,NOVEMBRO
2688,1957-11-11 00:00:00,AIRPLANE,PP-GOG,AÉRO CLUBE DE CARAZINHO,"CARAZINHO, RS",2,1957,11,NOVEMBRO
2689, 04-NOV-1957,DOUGLAS C-54A (DC-4),PP-AXS,REAL,"OFF PRAIA DA BALEIA, SP",0,1957,11,NOVEMBRO
2690,28-OCT-1957,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"SANTOS DUMONT (SDU), RJ",2,1957,10,OUTUBRO
2691,20-OCT-1957,CESSNA L-19A BIRD DOG,,FORÇA AÉREA BRASILEIRA (FAB),,0,1957,10,OUTUBRO
2692, 18-OCT-1957,DOUGLAS C-47A (DC-3),PP-VCS,VARIG,"PORTO ALEGRE-SALGADO FILHO INTERNATIONAL AIRPORT, RS (POA)",3,1957,10,OUTUBRO
2693,09-OCT-1957,PIPER,,AERO CLUBE RIO GRANDE DO SUL,"ENCRUZILHADA, RS",0,1957,10,OUTUBRO
2694,27-SEP-1957,DOUGLAS C-47A-5-DL (DC-3),,FORÇA AÉREA BRASILEIRA (FAB),"NATAL, RN",5,1957,9,SETEMBRO
2695,27-SEP-1957,FAIRCHILD PT-19 3FG,PP-GFO,,,0,1957,9,SETEMBRO
2696,25-AUG-1957,CAP-4 PAULISTINHA,PP-HBH,AERO CLUBE DE MANAUS,"MANAUS, AM",0,1957,8,AGOSTO
2697,01-AUG-1957,GLOSTER METEOR F8,,FORÇA AÉREA BRASILEIRA (FAB),"RESTINCA DA MARABAIA, ITAGUAÍ, RJ",1,1957,8,AGOSTO
2698,1957-07-30 00:00:00,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"BA FORTALEZA, CE",0,1957,7,JULHO
2699,1957-07-25 00:00:00,AIRPLANE,PP-HLB,PRIVATE,ADAMANTINA,2,1957,7,JULHO
2700,1957-07-19 00:00:00,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"BA FORTALEZA, CE",0,1957,7,JULHO
2701,1957-07-01 00:00:00,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"FORTALEZA, CE",1,1957,7,JULHO
2702,1957-06-30 00:00:00,PIPER J3C-65 CUB,PP-THV,PRIVATE,"TAIPAS, SP",2,1957,6,JUNHO
2703,1957-06-13 00:00:00,TAYLORCRAFT J3C CUB,PP-EVG,,JABETICABAL,1,1957,6,JUNHO
2704,23-MAY-1957,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"CAMPO DE AFONSOS, RJ",1,1957,5,MAIO
2705,20-MAY-1957,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"BUJARÚ, PA",2,1957,5,MAIO
2706,11-MAY-1957,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"MARINGÁ, PR",2,1957,5,MAIO
2707,09-MAY-1957,FAIRCHILD PT-19 3FG,,FORÇA AÉREA BRASILEIRA (FAB),"IRAJÁ, RJ",0,1957,5,MAIO
2708,08-MAY-1957,DOUGLAS C-47B-45-DK (DC-3),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR GALEÃO (GIG), RJ",0,1957,5,MAIO
2709,30-APR-1957,AIRPLANE,PT-AA.,PRIVATE,"SÃO SEBASTIÃO DA GRAMA, SP",3,1957,4,ABRIL
2710,10-APR-1957,BEECHCRAFT AT-11 KANSAN (T-11),,FORCA AÉREA BRASILEIRA (FAB),"RESENDE (REY), RJ",0,1957,4,ABRIL
2711, 10-APR-1957,DOUGLAS C-47A (DC-3),PP-ANX,REAL,"ILHA ANCHIETA, SP",26,1957,4,ABRIL
2712, 07-APR-1957,CURTISS C-46A,PP-VCF,VARIG,"BAGÉ AIRPORT, RS (BGX)",40,1957,4,ABRIL
2713,02-APR-1957,NEIVA CAP-4 PAULISTINHA,,AEROCLUBE DE PEROIA,IGROJA DE SANTA LUCIA,2,1957,4,ABRIL
2714,1957-03-25 00:00:00,AIRPLANE,,AEROCLUBE,ALAMEDA RIO BRANCO,2,1957,3,MARCO
2715,1957-03-21 00:00:00,AIRPLANE,,AEROCLUBE DE CAMPINA GRANDE,CAMPINA GRANDE,1,1957,3,MARCO
2716,1957-03-10 00:00:00,FAIRCHILD PT-19B (T-19),,FORÇA AÉREA BRASILEIRA (FAB),"SANTOS, SP",0,1957,3,MARCO
2717, 23-FEB-1957,JUNKERS JU-52/3M,PT-AUX,VASP,"CA 10 W OF SALESÓPOLIS, SP",6,1957,2,FEVEREIRO
2718, 19-FEB-1957,DOUGLAS C-47B (DC-3),PP-YQF,REAL,"RIO DE JANEIRO-SANTOS DUMONT AIRPORT, RJ (SDU)",0,1957,2,FEVEREIRO
2719,02-FEB-1957,CESSNA 170,,,BRASILIA,2,1957,2,FEVEREIRO
2720,1957-01-30 00:00:00,GLOSTER METEOR F8,,FORÇA AÉREA BRASILEIRA (FAB),,0,1957,1,JANEIRO
2721,1957-01-22 00:00:00,AIRPLANE,PP-RXT,PRIVATE,"SALVADOR, BA",2,1957,1,JANEIRO
2722,1957-01-07 00:00:00,BEECHCRAFT C18S (T-7),,FORCA AÉREA BRASILEIRA (FAB),"NEAR ARACAJÚ, SE",0,1957,1,JANEIRO
2723,  -   -1956,NORTH AMERICAN AT-6C TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"RECIFE, PE",2,1956,0,
2724,30-DEC-1956,LOCKHEED A-29A HUDSON,PT-AMJ,PROSPEC,"20 KM FROM MIRACEMA DO NORTE, GO",4,1956,12,DEZEMBRO
2725,12-DEC-1956,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"SALVADOR, BAHIA",4,1956,12,DEZEMBRO
2726,12-DEC-1956,NORTH AMERICAN AT-6C TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"SALVADOR, BAHIA",4,1956,12,DEZEMBRO
2727,1956-11-08 00:00:00,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),,0,1956,11,NOVEMBRO
2728,1956-11-06 00:00:00,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),,0,1956,11,NOVEMBRO
2729, 30-OCT-1956,HUREL-DUBOIS HD.321,F-BHHA,SGACC,"10 KM FROM RIO DE JANEIRO-GALEÃO INTERNATIONAL AIRPORT, RJ (GIG)",1,1956,10,OUTUBRO
2730,29-OCT-1956,FAIRCHILD PT-19 3FG,PP-GEZ,AERO CLUBE DE RIO CLARO,"AMERICANA, SP",1,1956,10,OUTUBRO
2731,21-OCT-1956,DOUGLAS C-47B-5-DK (DC-3),PP-PCK,PANAIR DO BRASIL,"BAURU, SP",0,1956,10,OUTUBRO
2732,16-OCT-1956,FAIRCHILD PT-19 3FG (T-19),,FORCA AÉREA BRASILEIRA (FAB),"NOVA IGUACU (QNV), RJ",1,1956,10,OUTUBRO
2733,11-OCT-1956,BEECHCRAFT AT-11 KANSAN,PP-CCF,CRUZEIRO DO SUL,"ITABIRA, MG",0,1956,10,OUTUBRO
2734,16-SEP-1956,FAIRCHILD PT-19 3FG,PP-GEI,AEROCLUBE DE SÃO PAULO,"VILA SÃO JOSÉ, SP",2,1956,9,SETEMBRO
2735,15-SEP-1956,FAIRCHILD,PP-RCG,AERO CLUBE DO BRASIL,"SÃO CHRISTOVÃO, RJ",0,1956,9,SETEMBRO
2736,07-SEP-1956,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"LAGOA SANTA, MG",1,1956,9,SETEMBRO
2737, 06-SEP-1956,DOUGLAS C-47A (DC-3),PP-ANK,LOIDE AÉREO NACIONAL,"BELO HORIZONTE-PAMPULHA AIRPORT, MG (PLU)",0,1956,9,SETEMBRO
2738,05-SEP-1956,DOUGLAS C-47A-1-DK (DC-3),PP-AXF,REAL TRANSPORTES AÉREOS,"MARINGÁ (MGF), PR",0,1956,9,SETEMBRO
2739,25-AUG-1956,CAP-4 PAULISTINHA,PP-RPP,,"RIO DE JANEIRO, RJ",0,1956,8,AGOSTO
2740,16-AUG-1956,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),,0,1956,8,AGOSTO
2741,1956-07-31 00:00:00,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"6 KM FROM BA NATAL, RN",2,1956,7,JULHO
2742,1956-07-31 00:00:00,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"6 KM FROM BA NATAL, RN",2,1956,7,JULHO
2743,1956-07-30 00:00:00,BEECHCRAFT UC-45F EXPEDITOR,,FORÇA AÉREA BRASILEIRA (FAB),"MAFRA (QMF), SC",1,1956,7,JULHO
2744,1956-07-27 00:00:00,REPUBLIC F-47D THUNDERBOLT,,FORCA AÉREA BRASILEIRA (FAB),,0,1956,7,JULHO
2745,1956-07-26 00:00:00,DOUGLAS C-47A-80-DL (DC-3),PP-AVS,REAL TRANSPORTES AÉREOS,"CATANDUVA (QDE), SP",0,1956,7,JULHO
2746,1956-07-19 00:00:00,FAIRCHILD PT-19 3FG,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR CANAVIEIRAS, BA",0,1956,7,JULHO
2747,1956-07-18 00:00:00,GLOSTER METEOR F8,,FORÇA AÉREA BRASILEIRA (FAB),"BA SANTA CRUZ, RJ",0,1956,7,JULHO
2748,1956-07-14 00:00:00,NORTH AMERICAN AT-6D TEXAN,PP-GOW,ESCOLA VARIG DE AERONÁUTICA (EVAER),"PORTO ALEGRE (POA), RS",1,1956,7,JULHO
2749, 12-JUL-1956,CONSOLIDATED PBY-5A CATALINA,PT-ASN,TICAL,"3 KM FROM MARABÁ, PA",1,1956,7,JULHO
2750, 09-JUL-1956,DOUGLAS C-47A (DC-3),,BRAZILIAN AF,"NEAR RIO BRANCO AIRPORT, AC (RBR)",6,1956,7,JULHO
2751,1956-06-26 00:00:00,GLOSTER METEOR F8,,FORÇA AÉREA BRASILEIRA (FAB),"BELO HORIZONTE, MG",0,1956,6,JUNHO
2752,1956-06-14 00:00:00,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),,0,1956,6,JUNHO
2753,22-MAY-1956,FAIRCHILD PT-19 3FG,PP-GGB,CRUZEIRO DO SUL,"RIO DE JANEIRO, RJ",1,1956,5,MAIO
2754,20-MAY-1956,LOCKHEED 12A ELECTRA JUNIOR,PP-NBI,PRIVATE,"NEAR PARNAÍBA, PI",0,1956,5,MAIO
2755,10-MAY-1956,DE HAVILLAND DH.89A DRAGON RAPIDE,PP-AIA,PRIVATE,"SÃO LUÍS (SLZ), MA",0,1956,5,MAIO
2756, 07-MAY-1956,DOUGLAS C-47A (DC-3),PP-SPX,VASP,"SÃO PAULO-CONGONHAS AIRPORT, SP (CGH)",0,1956,5,MAIO
2757,30-APR-1956,BEECHCRAFT 35 BONANZA,PP-...,AEROSITA,"PAMPULHA, MG",0,1956,4,ABRIL
2758,18-APR-1956,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),,0,1956,4,ABRIL
2759, 18-APR-1956,PB2B-1 CANSO A (PBY-5A),PP-PDB,PANAIR DO BRASIL,"PARINTINS, AM",3,1956,4,ABRIL
2760,15-APR-1956,CESSNA 170A,PP-DZI,,"MANGUINHOS, RJ",0,1956,4,ABRIL
2761, 05-APR-1956,DOUGLAS C-47A (DC-3),PT-YQA,REAL,"SÃO PAULO-CONGONHAS AIRPORT, SP (CGH)",0,1956,4,ABRIL
2762,1956-03-14 00:00:00,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"NATAL, RN",1,1956,3,MARCO
2763,28-FEB-1956,CAP-4 PAULISTINHA,PP-HID,AERO CLUBE DE CAMPINAS,"CAMPANHA, MG",1,1956,2,FEVEREIRO
2764,06-FEB-1956,DOUGLAS C-47A-65-DL (DC-3),,FORÇA AÉREA BRASILEIRA (FAB),"BA GALEÃO (GIG), RJ",0,1956,2,FEVEREIRO
2765,1956-01-25 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"BARRA DA TIJUCA, RJ",1,1956,1,JANEIRO
2766,1956-01-16 00:00:00,CESSNA L-19A BIRD DOG,30..,FORÇA AÉREA BRASILEIRA (FAB),"SÃO FRANCISCO, RJ",0,1956,1,JANEIRO
2767,1956-01-01 00:00:00,DOUGLAS C-47 (DC-3),PP-P..,PANAIR DO BRASIL,"SANTOS DUMONT (SDU), RJ",0,1956,1,JANEIRO
2768,25-DEC-1955,BEECHCRAFT AT-11 KANSAN,PP-CCG,CRUZEIRO DO SUL,"PILOES, BAHIA",0,1955,12,DEZEMBRO
2769, 01-DEC-1955,DOUGLAS C-47B (DC-3),PP-CCC,CRUZEIRO DO SUL,"NEAR BELÉM, PA",6,1955,12,DEZEMBRO
2770,1955-11-27 00:00:00,PIPER PA-18,PP-GKE,AERO CLUBE VERA CRUZ,"RIO VERDE DE MATO GROSSO, MS",2,1955,11,NOVEMBRO
2771,1955-11-25 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORCA AÉREA BRASILEIRA (FAB),"SANTOS, SP",0,1955,11,NOVEMBRO
2772,1955-11-13 00:00:00,CAP-4 PAULISTINHA,PP-HFB,PRIVATE,SOROCABA,1,1955,11,NOVEMBRO
2773,1955-11-07 00:00:00,BEECHCRAFT C18S (T-7),,FORÇA AÉREA BRASILEIRA (FAB),"SALVADOR (SSA), BA",0,1955,11,NOVEMBRO
2774,29-OCT-1955,BEECHCRAFT C-45,,FORCA AÉREA BRASILEIRA (FAB),"JUCÁS, CE",0,1955,10,OUTUBRO
2775,26-OCT-1955,LOCKHEED PV-1 VENTURA (B-34),,FORÇA AÉREA BRASILEIRA (FAB),"SALVADOR, BA",0,1955,10,OUTUBRO
2776,08-OCT-1955,STINSON 108,PP-EAT,,VITORINO FREIRE,1,1955,10,OUTUBRO
2777,05-OCT-1955,FAIRCHILD PT-19A (T-19),,FORÇA AÉREA BRASILEIRA (FAB),"RIO DE JANEIRO, RJ",0,1955,10,OUTUBRO
2778,05-OCT-1955,FAIRCHILD PT-19A (T-19),,FORÇA AÉREA BRASILEIRA (FAB),"RIO DE JANEIRO, RJ",0,1955,10,OUTUBRO
2779,26-SEP-1955,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"CAPIM MACIO, NATAL, RN",1,1955,9,SETEMBRO
2780,24-SEP-1955,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"SERRA DA CANTAREIRA, SP",2,1955,9,SETEMBRO
2781,20-SEP-1955,AIRPLANE,,FORÇA AÉREA BRASILEIRA (FAB),"BARRA DO RIBEIRO, GUIABA",0,1955,9,SETEMBRO
2782,14-SEP-1955,AIRPLANE,,AERO CLUBE DE PORTO ALEGRE,"PORTO ALEGRE, RS",0,1955,9,SETEMBRO
2783,10-SEP-1955,CESSNA 190,PP-AJR,,"NEAR ITAOBI, MG",4,1955,9,SETEMBRO
2784,05-SEP-1955,DOUGLAS A-20K HAVOC (R-20),,FORÇA AÉREA BRASILEIRA (FAB),"BA CUMBICA, SP",2,1955,9,SETEMBRO
2785,27-AUG-1955,STINSON 108-1,PP-DGB,,"CORUMBÁ, MT",0,1955,8,AGOSTO
2786, 26-AUG-1955,DOUGLAS DC-3A,PP-CBY,CRUZEIRO DO SUL,"NEAR CASTELO, ES",13,1955,8,AGOSTO
2787,25-AUG-1955,NORD 1203 NORÉCRIN II,PT-ABB,AERO CLUBE DE PARANAENSE,"PARANAGUÁ, PR",1,1955,8,AGOSTO
2788,09-AUG-1955,AIRPLANE,,AERO CLUBE DE MANAUS,"ITACOATIARA, AM",4,1955,8,AGOSTO
2789,01-AUG-1955,AIRPLANE,PT-DXI,PRIVATE,"RIO DE JANEIRO, RJ",0,1955,8,AGOSTO
2790,1955-07-26 00:00:00,BEECHCRAFT C18S (T-7),,FORCA AÉREA BRASILEIRA (FAB),"CAMPO DOS AFONSOS, RJ",1,1955,7,JULHO
2791,1955-07-24 00:00:00,AIRPLANE,PP-APO,,BELÉM,0,1955,7,JULHO
2792,1955-07-07 00:00:00,SAAB SCANDIA 90A-2,PP-SQE,VIAÇÃO AÉREO SÃO PAULO (VASP),SÃO PAULO-GUARULHOS (GRU),0,1955,7,JULHO
2793,1955-07-02 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORCA AÉREA BRASILEIRA (FAB),"MOSSORÓ, RN",2,1955,7,JULHO
2794,1955-06-15 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"CAMPO DOS AFONSOS, RJ",1,1955,6,JUNHO
2795,1955-06-15 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"CAMPO DOS AFONSOS, RJ",1,1955,6,JUNHO
2796,1955-06-03 00:00:00,AIRPLANE,,PRIVATE,"25 KM FROM BARBACENA, MG",2,1955,6,JUNHO
2797,25-MAY-1955,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),,0,1955,5,MAIO
2798,11-MAY-1955,DOUGLAS C-47B-15-DK (DC-3),PP-CDD,CRUZEIRO DO SUL,"NE OF SANTOS DUMONT (SDU), RJ",0,1955,5,MAIO
2799,19-APR-1955,STINSON,,,"SÃO JOÃO DEL REI, MG",0,1955,4,ABRIL
2800,15-APR-1955,BEECHCRAFT A35 BONANZA,PP-OTD,ORGANIZAÇÃO MINEIRA DE TRANSPORTES AÉREOS (OMTA),"NEAR BELO HORIZONTE, MG",3,1955,4,ABRIL
2801,15-APR-1955,DOUGLAS A-20K HAVOC (R-20),,FORCA AÉREA BRASILEIRA (FAB),"10 KM FROM BA CUMBICA, SP",1,1955,4,ABRIL
2802,12-APR-1955,AIRPLANE,,,"NEAR ITACA, SP",4,1955,4,ABRIL
2803, 03-APR-1955,CURTISS C-46A,PP-ITG,COMP. ITAÚ DE TRANSPORTES AÉREOS,"CA 3 KM FROM VITÓRIA-GOIABEIRAS AIRPORT, ES (VIX)",3,1955,4,ABRIL
2804,1955-03-18 00:00:00,GLOSTER METEOR T7 (TF-7),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR BA SANTA CRUZ, RJ",2,1955,3,MARCO
2805,1955-03-06 00:00:00,MUDRY CAP-9D,PP-DGK,,,0,1955,3,MARCO
2806,1955-03-06 00:00:00,AUSTER J/5B AUTOCAR,PT-ANJ,PRIVATE,"CAMPINA GRANDE, JP",0,1955,3,MARCO
2807, 06-MAR-1955,DOUGLAS DC-3A,PP-YPZ,REAL,"VITORIA DA CONQUISTA AIRPORT, BA (VDC)",5,1955,3,MARCO
2808,13-FEB-1955,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR BENFICA/JUIZ DE FORA, MG",2,1955,2,FEVEREIRO
2809,1955-01-26 00:00:00,LOCKHEED PV-1 VENTURA (B-34),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR CABO DE SANTO AGOSTINHO, PE",5,1955,1,JANEIRO
2810,1955-01-24 00:00:00,AIRPLANE,,,"NEAR MONTES CLAROS, MG",6,1955,1,JANEIRO
2811,1955-01-24 00:00:00,DOUGLAS A-20K HAVOC (R-20),60..,FORÇA AÉREA BRASILEIRA (FAB),"BA CUMBICA, SP",0,1955,1,JANEIRO
2812,1955-01-19 00:00:00,LOCKHEED C-28 HUDSON,,FORÇA AÉREA BRASILEIRA (FAB),"ILHÉUS, BA",8,1955,1,JANEIRO
2813,1955-01-17 00:00:00,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"NATAL, RN",0,1955,1,JANEIRO
2814,21-DEC-1954,BEECHCRAFT A35 BONANZA,PP-O..,ORGANIZAÇÃO MINEIRA DE TRANSPORTES AÉREOS (OMTA),CARLOS PRATOS,1,1954,12,DEZEMBRO
2815,10-DEC-1954,AIRPLANE,,FORCA AÉREA BRASILEIRA (FAB),"JOÃO PESSOA, PB",0,1954,12,DEZEMBRO
2816,1954-11-28 00:00:00,BEECHCRAFT 35 BONANZA,PP-FCB,FUNDAÇÃO BRASIL CENTRAL,"ARAGARÇAS, GO",4,1954,11,NOVEMBRO
2817,1954-11-26 00:00:00,AIRPLANE,PT-ATV,,"SÃO PAULO, SP",4,1954,11,NOVEMBRO
2818,1954-11-23 00:00:00,NEIVA CAP-4 PAULISTINHA ?,PP-GEE,,,0,1954,11,NOVEMBRO
2819,1954-11-15 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"JACAREPAGUÁ, RJ",1,1954,11,NOVEMBRO
2820,1954-11-13 00:00:00,AIRPLANE,,FORCA AÉREA BRASILEIRA (FAB),"CUIABÁ, MT",0,1954,11,NOVEMBRO
2821,1954-11-11 00:00:00,AIRPLANE,PP-WPV,AERO CLUBE DO RIO GRANDE,"D. PEDRITO, RS",1,1954,11,NOVEMBRO
2822,1954-11-09 00:00:00,FAIRCHILD PT-19 3FG (T-19),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR GUARAPARI, ES",0,1954,11,NOVEMBRO
2823,1954-11-05 00:00:00,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),,0,1954,11,NOVEMBRO
2824,1954-11-04 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"RIO DE JANEIRO, RJ",0,1954,11,NOVEMBRO
2825,29-OCT-1954,NORTH AMERICAN AT-6 TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"CAMPO DOS AFONSOS, RJ",0,1954,10,OUTUBRO
2826,23-OCT-1954,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"FORTALEZA, CE",1,1954,10,OUTUBRO
2827,23-OCT-1954,AIRPLANE,,AERO CLUBE DE NATAL,"CAMARÁ, CAUCAIA, CE",0,1954,10,OUTUBRO
2828, 21-OCT-1954,DOUGLAS R4D-1 (DC-3),PP-CCP,CRUZEIRO DO SUL,"RIO DE JANEIRO-SANTOS DUMONT AIRPORT, RJ (SDU)",0,1954,10,OUTUBRO
2829,10-OCT-1954,STINSON RELIANT,PP-DKS,AERO CLUBE DE SÃO PAULO,"NEAR SÃO BERNARDO, SP",5,1954,10,OUTUBRO
2830,10-OCT-1954,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"CAMPO DOS AFONSOS, RJ",0,1954,10,OUTUBRO
2831,08-OCT-1954,DOUGLAS A-20K HAVOC (R-20),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR PIRAÍ, RJ",6,1954,10,OUTUBRO
2832,07-OCT-1954,BEECHCRAFT RC-45G,51-11846,UNITED STATES AIR FORCE (USAF),12 MI NW OF RECIFE,0,1954,10,OUTUBRO
2833, 29-SEP-1954,CONSOLIDATED C-10A CATALINA (PBY-5A),,BRAZILIAN AF,"BELÉM, PA",2,1954,9,SETEMBRO
2834,24-SEP-1954,FAIRCHILD PT-19 3FG,PP-GGG,AERO CLUBE DE PERNAMBUCO,"OLINDA, PE",3,1954,9,SETEMBRO
2835,24-SEP-1954,FAIRCHILD PT-19 3FG,PP-GGH,AERO CLUBE DE PERNAMBUCO,"OLINDA, PE",3,1954,9,SETEMBRO
2836,22-SEP-1954,PERCIVAL PROCTOR 3,PT-ALZ,PRIVATE,"NEAR CATALÃO, GO",1,1954,9,SETEMBRO
2837,19-SEP-1954,FAIRCHILD PT-19 3FG,PP-GEK,CRUZEIRO DO SUL,"NEAR MARICÁ, RJ",0,1954,9,SETEMBRO
2838,19-SEP-1954,BEECHCRAFT 35 BONANZA,NC3123V,PRIVATE,SIERRA DO MATO GROSSO,4,1954,9,SETEMBRO
2839, 12-SEP-1954,DOUGLAS C-47A (DC-3),PP-CDJ,CRUZEIRO DO SUL,"OFF RIO DE JANEIRO-SANTOS DUMONT AIRPORT, RJ (SDU)",6,1954,9,SETEMBRO
2840,26-AUG-1954,BEECHCRAFT UC-43 TRAVELER,,FORÇA AÉREA BRASILEIRA (FAB),,0,1954,8,AGOSTO
2841,17-AUG-1954,GRUMMAN J4F-2 WIDGEON (G-44),,FORÇA AÉREA BRASILEIRA (FAB),"BAURU, SP",1,1954,8,AGOSTO
2842,1954-07-25 00:00:00,BEECHCRAFT 35 BONANZA,PT-APG,PRIVATE,SERRA DOS ARARAS,1,1954,7,JULHO
2843,1954-07-23 00:00:00,BEECHCRAFT A35 BONANZA,PP-O..,ORGANIZAÇÃO MINEIRA DE TRANSPORTES AÉREOS (OMTA),BELO HORIZONTE,0,1954,7,JULHO
2844,1954-07-16 00:00:00,FAIRCHILD PT-19 3FG (T-19),,FORÇA AÉREA BRASILEIRA (FAB),"NOVA IGUAÇU, RJ",1,1954,7,JULHO
2845,1954-07-12 00:00:00,DOUGLAS C-47A-90-DL (DC-3),,FORÇA AÉREA BRASILEIRA (FAB),"FOZ DO IGUAÇU, PR",0,1954,7,JULHO
